ListingKey,CreditGrade,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,BorrowerState,EmploymentStatus,IsBorrowerHomeowner,OpenCreditLines,TotalCreditLinespast7years,DebtToIncomeRatio,IncomeRange,ListingCategory,CreditRating
4C02356141219971003613B,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,MA,Employed,True,6.0,19.0,0.24,"$25,000-49,999",Debt Consolidation,HR
63B735559335533143904E3,,36,Past Due (1-15 days),0.33665,0.2969,E,MA,Employed,True,8.0,20.0,0.18,"$100,000+",Debt Consolidation,E
4C743594038091461A55D60,,36,Past Due (31-60 days),0.29363,0.2549,E,TN,Employed,True,7.0,22.0,0.33,"$25,000-49,999",Debt Consolidation,E
4CBB3541323430519418079,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,IN,Employed,True,22.0,44.0,0.46,"$25,000-49,999",Home Improvement,HR
8BC63594141469430973330,,60,Past Due (31-60 days),0.17174,0.1485,B,CA,Employed,True,12.0,25.0,0.21,"$100,000+",Debt Consolidation,B
55BB350939760094882F733,,36,Past Due (31-60 days),0.2951,0.2599,D,CA,Employed,True,16.0,50.0,0.19,"$100,000+",Debt Consolidation,D
46813544787213413049B11,,36,Past Due (91-120 days),0.15538,0.127,A,TX,Employed,True,6.0,27.0,0.22,"$50,000-74,999",Debt Consolidation,A
2AC73547088151541842E49,,60,Past Due (91-120 days),0.28704,0.261,D,MN,Employed,False,9.0,24.0,0.64,"$25,000-49,999",Debt Consolidation,D
45D03568239386348F6972E,,36,Past Due (16-30 days),0.35356,0.3134,HR,NY,Other,False,9.0,16.0,1.31,"$1-24,999",Debt Consolidation,HR
04BC3576369380568A6EE89,,36,Past Due (1-15 days),0.20462,0.1679,B,MO,Employed,True,8.0,12.0,0.18,"$50,000-74,999",Home Improvement,B
68F03531640475699975AA0,,36,Past Due (91-120 days),0.3509,0.3108,E,WA,Employed,False,12.0,19.0,0.41,"$25,000-49,999",Debt Consolidation,E
2D133589199580424C37DC2,,36,Past Due (61-90 days),0.2533,0.2155,D,MO,Other,True,19.0,29.0,0.59,"$25,000-49,999",Debt Consolidation,D
044D356611815535067BA5B,,36,Past Due (31-60 days),0.29537,0.2566,D,AZ,Employed,False,5.0,49.0,0.08,"$25,000-49,999",Debt Consolidation,D
042135618839552263C21A3,,36,Past Due (1-15 days),0.20462,0.1679,B,WA,Employed,True,7.0,27.0,0.11,"$100,000+",Other,B
0424354493647005278695A,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,VA,Employed,False,3.0,4.0,0.2,"$50,000-74,999",Debt Consolidation,HR
64E7357790745139055807E,,36,Past Due (1-15 days),0.17754,0.1414,B,FL,Employed,False,11.0,38.0,0.16,"$100,000+",Debt Consolidation,B
651B35470837210629FBEDF,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,NJ,Employed,False,3.0,8.0,0.16,"$50,000-74,999",Home Improvement,HR
0D79359610720658763B561,,36,Past Due (16-30 days),0.34588,0.3059,HR,FL,Employed,True,21.0,48.0,0.4,"$75,000-99,999",Debt Consolidation,HR
4ADC35757195816096438B3,,36,Past Due (31-60 days),0.3179,0.2786,E,GA,Employed,False,9.0,34.0,0.36,"$50,000-74,999",Home Improvement,E
03CD3537030916339E83C2D,,36,Past Due (1-15 days),0.28339000000000003,0.2449,D,NC,Employed,True,10.0,27.0,0.26,"$50,000-74,999",Debt Consolidation,D
2B863536971244791A974C0,,60,Past Due (91-120 days),0.20358,0.1845,B,FL,Full-time,False,8.0,35.0,0.12,"$25,000-49,999",Home Improvement,B
057E355415156353864DA82,,36,Past Due (1-15 days),0.12528,0.0974,A,NC,Employed,True,12.0,22.0,0.1,"$100,000+",Business,A
494035900729634921CA20C,,60,Past Due (1-15 days),0.19323,0.1695,C,MD,Employed,False,23.0,39.0,0.27,"$100,000+",Debt Consolidation,C
56CC3527975709691F0EE6B,,36,Past Due (16-30 days),0.35643,0.3199,E,MI,Employed,False,11.0,15.0,4.0,"$1-24,999",Other,E
95193565169259282074D79,,36,Past Due (61-90 days),0.25781,0.2199,D,MO,Employed,True,8.0,27.0,0.31,"$25,000-49,999",Vacation,D
36AF3599054841654C4DFC4,,36,Past Due (16-30 days),0.25279,0.215,D,MO,Employed,True,11.0,42.0,0.44,"$1-24,999",Debt Consolidation,D
0481353751836843536CA8E,,36,Past Due (91-120 days),0.17359000000000002,0.1449,B,PA,Employed,True,17.0,37.0,0.29,"$75,000-99,999",Debt Consolidation,B
41A03528380238081CB68FC,,36,Past Due (1-15 days),0.20564,0.1764,B,GA,Employed,True,4.0,22.0,0.16,"$75,000-99,999",Debt Consolidation,B
67713591386747097589278,,60,Past Due (16-30 days),0.16294,0.1399,B,TN,Employed,False,7.0,23.0,0.12,"$25,000-49,999",Debt Consolidation,B
04923561109324719898BBB,,60,Past Due (31-60 days),0.28848,0.2624,D,NC,Employed,False,9.0,44.0,0.48,"$50,000-74,999",Debt Consolidation,D
556A35448412928531DD31B,,60,Past Due (1-15 days),0.23318000000000005,0.2085,B,TX,Employed,True,4.0,12.0,0.18,"$50,000-74,999",Business,B
0D153547309862372FFD4AA,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,MA,Employed,True,6.0,12.0,0.19,"$75,000-99,999",Debt Consolidation,HR
05A83572629400915812E33,,36,Past Due (1-15 days),0.35356,0.3134,HR,AR,Employed,True,9.0,34.0,0.59,"$50,000-74,999",Debt Consolidation,HR
8B5135470532589270F0F77,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,FL,Employed,True,6.0,19.0,0.15,"$25,000-49,999",Other,HR
427E35544430577582BF762,,36,Past Due (1-15 days),0.21434,0.1774,C,VA,Employed,False,8.0,14.0,0.3,"$25,000-49,999",Debt Consolidation,C
428335322535845777F185E,,36,Past Due (1-15 days),0.2924,0.2537,D,NM,Employed,True,18.0,59.0,0.21,"$100,000+",Debt Consolidation,D
05593543333337932743850,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,OH,Employed,True,28.0,51.0,0.56,"$25,000-49,999",Debt Consolidation,HR
41F93564335648760681B5E,,36,Past Due (91-120 days),0.20462,0.1679,B,MS,Other,False,7.0,18.0,0.18,"$25,000-49,999",Debt Consolidation,B
056B3549081841861A70680,,60,Past Due (91-120 days),0.28704,0.261,D,FL,Employed,False,10.0,18.0,0.37,"$25,000-49,999",Debt Consolidation,D
97953525910278277370833,,36,Past Due (1-15 days),0.30532,0.2699,D,TX,Employed,False,1.0,14.0,0.07,"$25,000-49,999",Other,D
061F3564772833319768C89,,36,Past Due (61-90 days),0.32538,0.2859,E,WI,Employed,False,4.0,9.0,0.14,"$25,000-49,999",Business,E
0ECF3536117344037037270,,60,Past Due (31-60 days),0.1831,0.1644,A,FL,Employed,True,14.0,30.0,0.25,"$50,000-74,999",Business,A
BEBA3587373931553EEF9CD,,60,Past Due (31-60 days),0.25359,0.2284,C,CA,Employed,False,7.0,11.0,0.16,"$75,000-99,999",Debt Consolidation,C
567C3560326236436AD9FE7,,60,Past Due (31-60 days),0.27462,0.2489,D,IL,Self-employed,False,4.0,13.0,,"$50,000-74,999",Business,D
89853559442875920D3BBEB,,36,Past Due (1-15 days),0.20462,0.1679,B,NY,Employed,True,9.0,31.0,0.1,"$100,000+",Home Improvement,B
755A3577126510685AABF79,,60,Past Due (91-120 days),0.20081,0.1769,B,MO,Employed,False,6.0,27.0,0.58,"$25,000-49,999",Debt Consolidation,B
2B6935820754027009288B5,,36,Past Due (31-60 days),0.31032,0.2712,E,MO,Employed,True,12.0,54.0,0.28,"$50,000-74,999",Home Improvement,E
97BF35518555804331D0A3E,,60,Past Due (91-120 days),0.26887,0.2433,C,WV,Employed,True,4.0,20.0,0.14,"$25,000-49,999",Home Improvement,C
9D303593883688129550229,,36,Past Due (31-60 days),0.2129,0.17600000000000002,C,FL,Employed,False,8.0,20.0,0.18,"$50,000-74,999",Debt Consolidation,C
9D3B35652818095094FDC70,,60,Past Due (1-15 days),0.34408,0.3165,E,VA,Employed,True,9.0,48.0,0.17,"$50,000-74,999",Debt Consolidation,E
0EB735556229102355D8696,,36,Past Due (31-60 days),0.21025,0.1734,C,FL,Employed,False,4.0,47.0,0.77,"$25,000-49,999",Debt Consolidation,C
98DF3549949618436021F99,,60,Past Due (1-15 days),0.28704,0.261,D,MD,Employed,False,11.0,27.0,0.15,"$75,000-99,999",Debt Consolidation,D
6BD135617274194902C944F,,60,Past Due (16-30 days),0.26528,0.2398,C,WI,Other,True,9.0,19.0,,"$25,000-49,999",Other,C
2A3635652110773685B04E3,,60,Past Due (1-15 days),0.12645,0.1042,AA,NY,Employed,False,11.0,31.0,0.06,"$75,000-99,999",Debt Consolidation,AA
9964358167231203042EF1E,,36,Past Due (1-15 days),0.23939,0.2019,C,NY,Employed,False,3.0,10.0,0.13,"$25,000-49,999",Business,C
2BEC35954601123593279CC,,36,Past Due (1-15 days),0.12691,0.099,A,NE,Employed,True,7.0,14.0,0.3,"$50,000-74,999",Debt Consolidation,A
948B3546614510436B625E0,,36,Past Due (1-15 days),0.25259000000000004,0.2148,C,KS,Employed,True,7.0,8.0,0.22,"$25,000-49,999",Medical/Dental,C
4B813571610984748FE1565,,60,Past Due (1-15 days),0.17522,0.1519,B,NC,Employed,True,22.0,88.0,0.23,"$100,000+",Business,B
06AE3590708827735E36B40,,36,Past Due (1-15 days),0.24205,0.2045,C,MI,Employed,False,6.0,22.0,0.3,"$1-24,999",Debt Consolidation,C
9CD635838893773578DAAAA,,60,Past Due (1-15 days),0.20593000000000006,0.1819,B,LA,Employed,False,13.0,41.0,0.4,"$50,000-74,999",Debt Consolidation,B
0F563554818558204FDA841,,36,Past Due (91-120 days),0.20462,0.1679,B,MS,Employed,True,5.0,14.0,0.15,"$25,000-49,999",Vacation,B
115B35444853331574758C4,,36,Past Due (1-15 days),0.17359000000000002,0.1449,B,TX,Employed,True,14.0,27.0,0.29,"$75,000-99,999",Debt Consolidation,B
07633589625561930A5F2B3,,36,Past Due (31-60 days),0.26047,0.2225,D,FL,Self-employed,False,9.0,9.0,,"$50,000-74,999",Debt Consolidation,D
393735659437558815B85B8,,36,Past Due (1-15 days),0.15833,0.1299,A,WY,Self-employed,True,8.0,17.0,,"$25,000-49,999",Debt Consolidation,A
95933595018369956752C68,,36,Past Due (1-15 days),0.23847,0.201,D,TX,Employed,False,6.0,26.0,0.21,"$50,000-74,999",Debt Consolidation,D
62173586477250903CEF552,,60,Past Due (31-60 days),0.26877,0.2432,D,CA,Employed,True,5.0,51.0,0.18,"$75,000-99,999",Household Expenses,D
6226352804446564263F161,,36,Past Due (1-15 days),0.35132,0.3149,E,NY,Full-time,False,13.0,18.0,,"$25,000-49,999",Business,E
385B3584861717585BBEF92,,36,Past Due (91-120 days),0.29537,0.2566,D,PA,Employed,False,5.0,11.0,0.11,"$75,000-99,999",Taxes,D
32413594813991346D2F1F6,,36,Past Due (1-15 days),0.17611,0.14,B,CA,Self-employed,False,6.0,14.0,,"$25,000-49,999",Debt Consolidation,B
2E1D3578355987167C1253A,,60,Past Due (61-90 days),0.29341,0.2672,D,NH,Employed,True,3.0,9.0,0.29,"$25,000-49,999",Home Improvement,D
9A1F35587736036580A59A3,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,CA,Self-employed,False,17.0,29.0,,"$25,000-49,999",Debt Consolidation,HR
2E693579992554877A65F5D,,36,Past Due (31-60 days),0.32538,0.2859,E,OH,Self-employed,True,9.0,25.0,,"$25,000-49,999",Debt Consolidation,E
6AE435598044056692B0276,,60,Past Due (31-60 days),0.14494,0.1223,A,OR,Employed,True,11.0,25.0,0.18,"$100,000+",Other,A
4E303549354439623700A69,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,AL,Other,False,6.0,39.0,0.82,"$1-24,999",Debt Consolidation,HR
09233551555490185835F27,,60,Past Due (16-30 days),0.27462,0.2489,C,MI,Not employed,False,10.0,17.0,,Not employed,Baby/Adoption,C
961C357891188501423B3F5,,36,Past Due (1-15 days),0.19236,0.1559,B,NC,Employed,True,9.0,61.0,0.16,"$25,000-49,999",Home Improvement,B
4F993561283949503B988D0,,36,Past Due (31-60 days),0.17754,0.1414,B,TN,Full-time,True,14.0,46.0,0.22,"$75,000-99,999",Debt Consolidation,B
4C743581778822524822C21,,36,Past Due (91-120 days),0.23939,0.2019,C,CA,Employed,True,10.0,20.0,0.32,"$50,000-74,999",Home Improvement,C
083B35247484334972DD15C,,36,Past Due (1-15 days),0.30532,0.2699,D,GA,Employed,False,4.0,25.0,0.06,"$25,000-49,999",Other,D
9DEB3576595832239B176D4,,60,Past Due (31-60 days),0.25359,0.2284,C,NY,Employed,False,8.0,12.0,0.22,"$100,000+",Debt Consolidation,C
9D1F35423507826421065E6,,60,Past Due (1-15 days),0.27246,0.2468,C,WI,Employed,True,8.0,24.0,0.26,"$25,000-49,999",Large Purchases,C
2F263581337275505AD7F6D,,36,Past Due (61-90 days),0.30285,0.2639,E,CA,Employed,False,7.0,12.0,0.17,"$75,000-99,999",Debt Consolidation,E
5A7B3535246865635DEB635,,60,Past Due (31-60 days),0.32989,0.3027,D,CA,Not employed,True,13.0,49.0,,Not employed,Debt Consolidation,D
3D603555948002622E71899,,36,Past Due (31-60 days),0.20462,0.1679,B,MD,Employed,True,11.0,35.0,0.26,"$100,000+",Large Purchases,B
004635479555205417486B9,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,AZ,Employed,True,15.0,29.0,0.29,"$100,000+",Large Purchases,HR
0099358865098891163865F,,36,Past Due (31-60 days),0.35356,0.3134,HR,MI,Employed,True,12.0,16.0,0.12,"$75,000-99,999",Other,HR
A2A335856110299533F7F80,,36,Past Due (16-30 days),0.15833,0.1299,A,NY,Employed,False,12.0,16.0,0.35,"$50,000-74,999",Debt Consolidation,A
086835598557891853317F9,,36,Past Due (1-15 days),0.28339000000000003,0.2449,D,OH,Employed,False,6.0,24.0,0.16,"$75,000-99,999",Home Improvement,D
58CD3579953097049E50360,,36,Past Due (16-30 days),0.26528,0.2272,D,IN,Employed,True,13.0,28.0,0.41,"$50,000-74,999",Home Improvement,D
A31635401325050648753E3,,60,Past Due (31-60 days),0.25451,0.2293,C,UT,Employed,True,15.0,53.0,0.31,"$100,000+",Debt Consolidation,C
2F8835529295756330F9F28,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,MN,Employed,False,9.0,14.0,0.24,"$25,000-49,999",Wedding Loans,HR
6BAE35302633164708FE5CF,,36,Past Due (31-60 days),0.2951,0.2599,D,IN,Employed,True,8.0,34.0,0.18,"$100,000+",Auto,D
8C753535476399140B8F1B7,,60,Past Due (31-60 days),0.23477,0.2151,B,WA,Employed,True,6.0,12.0,0.08,"$75,000-99,999",Other,B
7D2C359036886120458FFBC,,36,Past Due (1-15 days),0.1709,0.1349,B,CA,Employed,True,16.0,35.0,0.25,"$25,000-49,999",Debt Consolidation,B
69613577899816503736D0E,,36,Past Due (31-60 days),0.18214,0.1459,B,MD,Employed,True,16.0,35.0,0.33,"$100,000+",Debt Consolidation,B
2FFB3566671102475720BC0,,36,Past Due (31-60 days),0.18725,0.1509,B,OK,Employed,True,7.0,20.0,0.2,"$75,000-99,999",Household Expenses,B
7FB13557686948223000998,,36,Past Due (61-90 days),0.22712,0.1899,C,MN,Self-employed,False,5.0,13.0,,"$1-24,999",Business,C
6E2235726043261782D604F,,60,Past Due (16-30 days),0.31293000000000004,0.2862,E,OH,Other,True,9.0,31.0,0.26,"$25,000-49,999",Debt Consolidation,E
55633582819721024099364,,60,Past Due (16-30 days),0.29998,0.2736,D,WA,Employed,True,10.0,19.0,0.4,"$50,000-74,999",Debt Consolidation,D
EDDB3566032184911D43CF3,,36,Past Due (16-30 days),0.24246,0.2049,C,MA,Employed,False,3.0,17.0,0.11,"$50,000-74,999",Other,C
09B23577159912120BB90C8,,36,Past Due (1-15 days),0.17192000000000002,0.1359,B,TX,Employed,True,19.0,40.0,0.19,"$100,000+",Debt Consolidation,B
3E243547431252544F51584,,60,Past Due (1-15 days),0.23318000000000005,0.2085,B,IL,Employed,False,13.0,49.0,0.35,"$75,000-99,999",Debt Consolidation,B
2DB83528542699940EABBCF,,36,Past Due (31-60 days),0.30532,0.2699,D,MI,Other,False,2.0,43.0,0.19,"$25,000-49,999",Business,D
09C935516848387934A857C,,36,Past Due (1-15 days),0.33973000000000003,0.2999,E,WA,Employed,True,13.0,69.0,0.25,"$100,000+",Home Improvement,E
7E483529797494698AB89A0,,36,Past Due (1-15 days),0.35132,0.3149,E,OH,Employed,True,8.0,43.0,0.17,"$100,000+",Debt Consolidation,E
3B7A35508030371979E6CBE,,60,Past Due (1-15 days),0.24702,0.222,C,GA,Employed,False,6.0,13.0,0.16,"$25,000-49,999",Household Expenses,C
0B3F3517563397507468263,,36,Past Due (16-30 days),0.27467,0.2399,D,TN,Employed,False,6.0,20.0,0.22,"$75,000-99,999",Debt Consolidation,D
0B1435470248836327E6B7E,,36,Past Due (1-15 days),0.28851,0.2499,D,CA,Employed,False,4.0,5.0,0.39,"$25,000-49,999",Household Expenses,D
DD58358822347642627DA56,,36,Past Due (31-60 days),0.22108000000000005,0.184,C,NM,Self-employed,True,10.0,19.0,,"$50,000-74,999",Business,C
59A635560000812163E6DC9,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,WA,Employed,True,6.0,13.0,0.14,"$50,000-74,999",Debt Consolidation,HR
01E835790809305520AA291,,36,Past Due (1-15 days),0.35356,0.3134,HR,WI,Employed,True,9.0,29.0,0.6,"$50,000-74,999",Debt Consolidation,HR
3BDB3532174818458A6959C,,36,Past Due (1-15 days),0.3509,0.3108,E,IN,Other,False,25.0,84.0,0.38,"$50,000-74,999",Debt Consolidation,E
79EF35981926090367E556A,,36,Past Due (31-60 days),0.20217,0.1655,C,MO,Employed,False,9.0,16.0,0.58,"$25,000-49,999",Home Improvement,C
DDDA3532950452960887E69,,36,Past Due (1-15 days),0.19546,0.1664,B,SC,Employed,True,1.0,25.0,0.06,"$25,000-49,999",Other,B
2C3F3578983952457924422,,60,Past Due (>120 days),0.21566,0.1914,C,CT,Employed,True,7.0,17.0,0.23,"$50,000-74,999",Debt Consolidation,C
44493515309926127C00E62,,36,Past Due (91-120 days),0.35643,0.3199,E,PA,Employed,False,6.0,21.0,0.39,"$25,000-49,999",Other,E
E24E35732180823013F43BF,,36,Past Due (31-60 days),0.27285,0.2346,D,GA,Employed,False,7.0,17.0,0.45,"$1-24,999",Household Expenses,D
B1733539858145444C5B7A8,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,VA,Employed,True,19.0,54.0,0.45,"$75,000-99,999",Large Purchases,HR
50783581641585601C3DFF8,,36,Past Due (16-30 days),0.33286,0.2932,E,TX,Employed,True,25.0,60.0,0.72,"$25,000-49,999",Debt Consolidation,E
0A7D35504991433148DF069,,60,Past Due (31-60 days),0.23318000000000005,0.2085,B,TN,Employed,True,19.0,54.0,0.3,"$50,000-74,999",Other,B
358735388571387108338AA,,60,Past Due (31-60 days),0.27246,0.2468,C,TX,Employed,True,11.0,15.0,0.4,"$25,000-49,999",Medical/Dental,C
7AC83583242217250F196A8,,60,Past Due (31-60 days),0.27637,0.2506,D,DE,Self-employed,True,8.0,8.0,,"$50,000-74,999",Business,D
D70235797730106781FB30F,,60,Past Due (1-15 days),0.16499,0.1419,B,VA,Employed,True,14.0,34.0,0.2,"$100,000+",Home Improvement,B
8D69353033024769516F590,,36,Past Due (1-15 days),0.2951,0.2599,D,TX,Employed,False,5.0,38.0,0.17,"$100,000+",Other,D
03903543262741993A4A695,,36,Past Due (1-15 days),0.22456,0.1874,C,MD,Employed,True,15.0,37.0,0.29,"$75,000-99,999",Home Improvement,C
DE8C3556097224100A50B0F,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,WI,Self-employed,False,9.0,30.0,,"$100,000+",Business,HR
9BC535407334652611A0233,,60,Past Due (91-120 days),0.2968,0.2705,D,MI,Employed,False,14.0,62.0,0.19,"$50,000-74,999",Debt Consolidation,D
5BD135441593934795DFFAB,,60,Past Due (31-60 days),0.17849,0.1551,A,AZ,Employed,True,5.0,21.0,0.15,"$100,000+",Taxes,A
F3933526951274485474DF6,,36,Past Due (1-15 days),0.35244000000000003,0.316,E,AZ,Full-time,True,19.0,34.0,0.31,"$75,000-99,999",Debt Consolidation,E
14C73586579108597D12F2C,,36,Past Due (1-15 days),0.29537,0.2566,D,NJ,Employed,False,6.0,20.0,0.26,"$50,000-74,999",Home Improvement,D
14D13543597581093D661F7,,36,Past Due (31-60 days),0.26681,0.2287,D,CA,Employed,True,6.0,23.0,0.1,"$100,000+",Taxes,D
E2C135459294183660B7147,,36,Past Due (1-15 days),0.25259000000000004,0.2148,C,MD,Employed,False,3.0,18.0,0.17,"$75,000-99,999",Other,C
E2C53580923417530BEB2B3,,60,Past Due (1-15 days),0.26128,0.2359,D,AR,Employed,True,6.0,26.0,0.25,"$25,000-49,999",Debt Consolidation,D
5D833547533398358155030,,60,Past Due (91-120 days),0.20705,0.183,B,NY,Employed,False,4.0,25.0,0.11,"$50,000-74,999",Debt Consolidation,B
15F23545001677572B07413,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,FL,Employed,True,21.0,63.0,0.22,"$100,000+",Debt Consolidation,HR
88B63549052171930E4A4D0,,36,Past Due (1-15 days),0.15538,0.127,A,MI,Employed,False,4.0,5.0,0.07,"$25,000-49,999",Other,A
A1433555872686838B63A6B,,60,Past Due (1-15 days),0.28324,0.2573,D,WV,Employed,False,4.0,28.0,0.11,"$100,000+",Other,D
8BCD3585114560591723FEB,,60,Past Due (91-120 days),0.29341,0.2672,D,MD,Employed,True,9.0,25.0,0.16,"$100,000+",Debt Consolidation,D
A156351939705877849D939,,36,Past Due (31-60 days),0.22362,0.1899,C,NV,Full-time,False,5.0,14.0,0.28,"$25,000-49,999",Other,C
83593574572851960847B0D,,36,Past Due (1-15 days),0.17754,0.1414,B,IL,Employed,True,10.0,41.0,0.46,"$25,000-49,999",Debt Consolidation,B
15093571616477998935B0F,,60,Past Due (31-60 days),0.14965,0.1269,A,FL,Employed,True,8.0,15.0,0.3,"$50,000-74,999",Home Improvement,A
857B35483521062996709DB,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,SC,Employed,False,5.0,15.0,0.39,"$1-24,999",Debt Consolidation,HR
